Id;Name;Type;Description;Place;Lat;Long;Link;Date;From;To
4983;Evento 4983;Concierto;Detalles e información relevante de Evento 4983;Lugar de Evento 4983;-12.0684519248193;-76.9837614255491;event;2020-12-10;16;20
4984;Evento 4984;Nocturna;Detalles e información relevante de Evento 4984;Lugar de Evento 4984;-12.0760960084886;-77.0017757965315;event;2020-03-16;3;6
4985;Evento 4985;Nocturna;Detalles e información relevante de Evento 4985;Lugar de Evento 4985;-12.0979099855418;-76.9947237324172;event;2020-07-14;18;21
4986;Evento 4986;Nocturna;Detalles e información relevante de Evento 4986;Lugar de Evento 4986;-12.0924944716797;-76.984121075053;event;2020-01-30;6;9
4987;Evento 4987;Feria;Detalles e información relevante de Evento 4987;Lugar de Evento 4987;-12.1099977081588;-77.0368040618104;event;2020-08-17;23;23
4988;Evento 4988;Concierto;Detalles e información relevante de Evento 4988;Lugar de Evento 4988;-12.0893623716519;-76.9857956910151;event;2020-10-21;12;14
4989;Evento 4989;Feria;Detalles e información relevante de Evento 4989;Lugar de Evento 4989;-12.1036068051677;-77.0463237945104;event;2020-01-04;23;23
4990;Evento 4990;Concierto;Detalles e información relevante de Evento 4990;Lugar de Evento 4990;-12.0913006902702;-77.015124773791;event;2020-06-29;23;23
4991;Evento 4991;Feria;Detalles e información relevante de Evento 4991;Lugar de Evento 4991;-12.0733164043876;-77.0097256125706;event;2020-06-16;21;22
4992;Evento 4992;Nocturna;Detalles e información relevante de Evento 4992;Lugar de Evento 4992;-12.0662522811926;-76.9880719026738;event;2020-06-27;11;18
4993;Evento 4993;Nocturna;Detalles e información relevante de Evento 4993;Lugar de Evento 4993;-12.0765572039181;-77.0185121016843;event;2020-07-20;1;4
4994;Evento 4994;Concierto;Detalles e información relevante de Evento 4994;Lugar de Evento 4994;-12.0965958351563;-76.9721528765293;event;2020-12-20;22;23
4995;Evento 4995;Concierto;Detalles e información relevante de Evento 4995;Lugar de Evento 4995;-12.0673781103982;-76.9697388690253;event;2020-07-30;3;9
4996;Evento 4996;Concierto;Detalles e información relevante de Evento 4996;Lugar de Evento 4996;-12.1040160147258;-77.0353785798907;event;2020-11-15;13;18
4997;Evento 4997;Feria;Detalles e información relevante de Evento 4997;Lugar de Evento 4997;-12.1090702617714;-76.9736111887316;event;2020-04-01;21;23
4998;Evento 4998;Nocturna;Detalles e información relevante de Evento 4998;Lugar de Evento 4998;-12.1025467412984;-76.9766180942752;event;2020-04-23;8;21
4999;Evento 4999;Feria;Detalles e información relevante de Evento 4999;Lugar de Evento 4999;-12.0698395468788;-76.9904940692304;event;2020-09-18;11;13
5000;Evento 5000;Concierto;Detalles e información relevante de Evento 5000;Lugar de Evento 5000;-12.0678190414342;-76.9778811184317;event;2020-07-18;2;19
5001;Evento 5001;Concierto;Detalles e información relevante de Evento 5001;Lugar de Evento 5001;-12.10903395804;-76.9956274596069;event;2020-09-15;8;12
5002;Evento 5002;Nocturna;Detalles e información relevante de Evento 5002;Lugar de Evento 5002;-12.0996736521784;-77.0132787891813;event;2020-04-17;6;9
5003;Evento 5003;Nocturna;Detalles e información relevante de Evento 5003;Lugar de Evento 5003;-12.0843845909411;-77.0014515575119;event;2020-10-23;20;22
5004;Evento 5004;Concierto;Detalles e información relevante de Evento 5004;Lugar de Evento 5004;-12.1017244125782;-77.0435187320811;event;2020-11-17;14;20
5005;Evento 5005;Feria;Detalles e información relevante de Evento 5005;Lugar de Evento 5005;-12.0720679293861;-76.9901286439968;event;2020-11-03;4;15
5006;Evento 5006;Concierto;Detalles e información relevante de Evento 5006;Lugar de Evento 5006;-12.0715507773766;-77.0254202597504;event;2020-05-05;22;23
5007;Evento 5007;Feria;Detalles e información relevante de Evento 5007;Lugar de Evento 5007;-12.0922390522399;-76.9857008884328;event;2020-12-28;3;6
5008;Evento 5008;Concierto;Detalles e información relevante de Evento 5008;Lugar de Evento 5008;-12.0863702677982;-77.0135234367061;event;2020-05-12;10;23
5009;Evento 5009;Nocturna;Detalles e información relevante de Evento 5009;Lugar de Evento 5009;-12.0745281490022;-76.9981029434301;event;2020-06-05;19;20
5010;Evento 5010;Concierto;Detalles e información relevante de Evento 5010;Lugar de Evento 5010;-12.1046628038338;-77.0025502478982;event;2020-03-24;11;17
5011;Evento 5011;Concierto;Detalles e información relevante de Evento 5011;Lugar de Evento 5011;-12.1141867539042;-76.9738146336049;event;2020-05-14;16;22
5012;Evento 5012;Feria;Detalles e información relevante de Evento 5012;Lugar de Evento 5012;-12.0981041082895;-77.0145606823125;event;2020-08-12;16;17
5013;Evento 5013;Nocturna;Detalles e información relevante de Evento 5013;Lugar de Evento 5013;-12.08490551962;-77.0493701024816;event;2020-11-03;18;21
5014;Evento 5014;Nocturna;Detalles e información relevante de Evento 5014;Lugar de Evento 5014;-12.1130803643649;-77.0130016665793;event;2020-01-08;9;21
5015;Evento 5015;Concierto;Detalles e información relevante de Evento 5015;Lugar de Evento 5015;-12.0699677988178;-77.0397376717095;event;2020-05-06;9;19
5016;Evento 5016;Nocturna;Detalles e información relevante de Evento 5016;Lugar de Evento 5016;-12.0722208470286;-77.0403837718823;event;2020-09-05;17;23
5017;Evento 5017;Concierto;Detalles e información relevante de Evento 5017;Lugar de Evento 5017;-12.0966325533916;-77.0093055123922;event;2020-02-03;9;19
5018;Evento 5018;Concierto;Detalles e información relevante de Evento 5018;Lugar de Evento 5018;-12.0999803800022;-77.0426134131138;event;2020-09-09;4;5
5019;Evento 5019;Concierto;Detalles e información relevante de Evento 5019;Lugar de Evento 5019;-12.0680377736973;-77.0070793930003;event;2020-02-09;2;6
5020;Evento 5020;Nocturna;Detalles e información relevante de Evento 5020;Lugar de Evento 5020;-12.1061153868307;-76.9999995005717;event;2020-04-08;19;20
5021;Evento 5021;Concierto;Detalles e información relevante de Evento 5021;Lugar de Evento 5021;-12.0979480996628;-77.045680939541;event;2020-07-23;19;21
5022;Evento 5022;Feria;Detalles e información relevante de Evento 5022;Lugar de Evento 5022;-12.1103625213929;-77.034056392403;event;2020-12-04;12;17
5023;Evento 5023;Nocturna;Detalles e información relevante de Evento 5023;Lugar de Evento 5023;-12.1005823479419;-77.0153351820075;event;2020-04-21;12;13
5024;Evento 5024;Concierto;Detalles e información relevante de Evento 5024;Lugar de Evento 5024;-12.1075710212545;-77.0496429605877;event;2020-10-23;1;10
5025;Evento 5025;Feria;Detalles e información relevante de Evento 5025;Lugar de Evento 5025;-12.0676431039816;-76.974184916918;event;2020-02-15;17;21
5026;Evento 5026;Concierto;Detalles e información relevante de Evento 5026;Lugar de Evento 5026;-12.1047989414736;-77.0218263350693;event;2020-09-24;1;19
5027;Evento 5027;Nocturna;Detalles e información relevante de Evento 5027;Lugar de Evento 5027;-12.0662723895354;-76.9981426713715;event;2020-05-08;17;19
5028;Evento 5028;Feria;Detalles e información relevante de Evento 5028;Lugar de Evento 5028;-12.0746897168955;-77.0390122018192;event;2020-08-09;3;15
5029;Evento 5029;Nocturna;Detalles e información relevante de Evento 5029;Lugar de Evento 5029;-12.0708545069235;-77.0432423245683;event;2020-11-25;10;18
5030;Evento 5030;Nocturna;Detalles e información relevante de Evento 5030;Lugar de Evento 5030;-12.0732534759306;-77.0374862350389;event;2020-06-22;1;14
5031;Evento 5031;Nocturna;Detalles e información relevante de Evento 5031;Lugar de Evento 5031;-12.1130069751218;-76.9735528694502;event;2020-04-21;14;20
5032;Evento 5032;Concierto;Detalles e información relevante de Evento 5032;Lugar de Evento 5032;-12.0868196804116;-77.0345986535125;event;2020-02-21;2;2
5033;Evento 5033;Concierto;Detalles e información relevante de Evento 5033;Lugar de Evento 5033;-12.0909893894307;-77.0395006181805;event;2020-08-18;22;22
5034;Evento 5034;Nocturna;Detalles e información relevante de Evento 5034;Lugar de Evento 5034;-12.0921285334332;-77.0191674029178;event;2020-04-19;21;23
5035;Evento 5035;Concierto;Detalles e información relevante de Evento 5035;Lugar de Evento 5035;-12.1045139985202;-76.9842024763551;event;2020-07-06;13;16
5036;Evento 5036;Nocturna;Detalles e información relevante de Evento 5036;Lugar de Evento 5036;-12.0704278218568;-77.0047597492815;event;2020-11-19;22;23
5037;Evento 5037;Nocturna;Detalles e información relevante de Evento 5037;Lugar de Evento 5037;-12.072227851664;-76.9844120277925;event;2020-09-23;5;17
5038;Evento 5038;Feria;Detalles e información relevante de Evento 5038;Lugar de Evento 5038;-12.0937671188507;-77.0308647094962;event;2020-04-17;23;23
5039;Evento 5039;Concierto;Detalles e información relevante de Evento 5039;Lugar de Evento 5039;-12.0748167256023;-77.0310891172526;event;2020-07-17;10;19
5040;Evento 5040;Nocturna;Detalles e información relevante de Evento 5040;Lugar de Evento 5040;-12.0856437123748;-77.0443507705645;event;2020-02-09;13;16
5041;Evento 5041;Feria;Detalles e información relevante de Evento 5041;Lugar de Evento 5041;-12.0939450004986;-77.0434403118962;event;2020-10-31;1;1
5042;Evento 5042;Concierto;Detalles e información relevante de Evento 5042;Lugar de Evento 5042;-12.102060030381;-76.9772442076975;event;2020-03-11;11;23
5043;Evento 5043;Feria;Detalles e información relevante de Evento 5043;Lugar de Evento 5043;-12.1072137887273;-77.0177967067385;event;2020-06-18;20;22
5044;Evento 5044;Concierto;Detalles e información relevante de Evento 5044;Lugar de Evento 5044;-12.1031482225225;-77.0236542122314;event;2020-04-06;17;18
5045;Evento 5045;Concierto;Detalles e información relevante de Evento 5045;Lugar de Evento 5045;-12.088449459206;-77.0158696997446;event;2020-01-05;7;20
5046;Evento 5046;Concierto;Detalles e información relevante de Evento 5046;Lugar de Evento 5046;-12.0826459235135;-77.0010478726027;event;2020-12-27;16;23
5047;Evento 5047;Feria;Detalles e información relevante de Evento 5047;Lugar de Evento 5047;-12.1064742898729;-76.9924929390509;event;2020-06-18;6;17
5048;Evento 5048;Nocturna;Detalles e información relevante de Evento 5048;Lugar de Evento 5048;-12.113983316601;-77.0041986650404;event;2020-07-12;0;17
5049;Evento 5049;Feria;Detalles e información relevante de Evento 5049;Lugar de Evento 5049;-12.105859138002;-77.0126291198035;event;2020-10-20;10;19
5050;Evento 5050;Concierto;Detalles e información relevante de Evento 5050;Lugar de Evento 5050;-12.0857962166085;-77.0165475563559;event;2020-04-11;13;18
5051;Evento 5051;Nocturna;Detalles e información relevante de Evento 5051;Lugar de Evento 5051;-12.0808731988006;-77.0237405203619;event;2020-10-16;21;22
5052;Evento 5052;Concierto;Detalles e información relevante de Evento 5052;Lugar de Evento 5052;-12.0936052900039;-77.0460043061919;event;2020-06-01;4;21
5053;Evento 5053;Concierto;Detalles e información relevante de Evento 5053;Lugar de Evento 5053;-12.0998382713862;-77.0379363141283;event;2020-12-08;23;23
5054;Evento 5054;Concierto;Detalles e información relevante de Evento 5054;Lugar de Evento 5054;-12.1092534918656;-77.024795229037;event;2020-11-27;10;12
5055;Evento 5055;Feria;Detalles e información relevante de Evento 5055;Lugar de Evento 5055;-12.0855866546238;-76.9873664274517;event;2020-07-16;13;23
5056;Evento 5056;Feria;Detalles e información relevante de Evento 5056;Lugar de Evento 5056;-12.0713401614845;-77.0282634235836;event;2020-01-10;3;7
5057;Evento 5057;Feria;Detalles e información relevante de Evento 5057;Lugar de Evento 5057;-12.0672321113485;-77.0080360107748;event;2020-10-06;16;18
5058;Evento 5058;Concierto;Detalles e información relevante de Evento 5058;Lugar de Evento 5058;-12.0707228597583;-77.0209982640426;event;2020-02-27;15;15
5059;Evento 5059;Nocturna;Detalles e información relevante de Evento 5059;Lugar de Evento 5059;-12.1026452847349;-77.0405167114816;event;2020-08-15;20;20
5060;Evento 5060;Concierto;Detalles e información relevante de Evento 5060;Lugar de Evento 5060;-12.0943541692825;-76.9787843734089;event;2020-01-08;6;13
5061;Evento 5061;Concierto;Detalles e información relevante de Evento 5061;Lugar de Evento 5061;-12.0939333538798;-77.0502634503789;event;2020-04-17;20;23
5062;Evento 5062;Feria;Detalles e información relevante de Evento 5062;Lugar de Evento 5062;-12.0654873541098;-77.0162013409462;event;2020-02-04;3;14
5063;Evento 5063;Concierto;Detalles e información relevante de Evento 5063;Lugar de Evento 5063;-12.0966097297817;-76.9754761107812;event;2020-09-07;14;20
5064;Evento 5064;Feria;Detalles e información relevante de Evento 5064;Lugar de Evento 5064;-12.0825453477306;-76.9702615126128;event;2020-05-24;22;23
5065;Evento 5065;Feria;Detalles e información relevante de Evento 5065;Lugar de Evento 5065;-12.1091337180772;-77.0368429119218;event;2020-01-31;4;8
5066;Evento 5066;Feria;Detalles e información relevante de Evento 5066;Lugar de Evento 5066;-12.1049373353044;-77.0471747554515;event;2020-08-27;17;22
5067;Evento 5067;Concierto;Detalles e información relevante de Evento 5067;Lugar de Evento 5067;-12.1053739398786;-76.9971927146895;event;2020-10-20;11;11
5068;Evento 5068;Nocturna;Detalles e información relevante de Evento 5068;Lugar de Evento 5068;-12.1133803787479;-77.0016210828289;event;2020-07-05;19;19
5069;Evento 5069;Concierto;Detalles e información relevante de Evento 5069;Lugar de Evento 5069;-12.0714690514235;-76.9993010819075;event;2020-05-14;10;20
5070;Evento 5070;Nocturna;Detalles e información relevante de Evento 5070;Lugar de Evento 5070;-12.0995589462564;-77.045320746049;event;2020-10-11;19;19
5071;Evento 5071;Nocturna;Detalles e información relevante de Evento 5071;Lugar de Evento 5071;-12.0922057372454;-77.0099323907018;event;2020-09-06;6;8
5072;Evento 5072;Nocturna;Detalles e información relevante de Evento 5072;Lugar de Evento 5072;-12.0926723460495;-76.9657534426127;event;2020-08-20;6;20
5073;Evento 5073;Concierto;Detalles e información relevante de Evento 5073;Lugar de Evento 5073;-12.0661448252974;-77.048446191216;event;2020-05-10;6;17
5074;Evento 5074;Nocturna;Detalles e información relevante de Evento 5074;Lugar de Evento 5074;-12.1125918750891;-76.9683979938941;event;2020-05-03;13;20
5075;Evento 5075;Concierto;Detalles e información relevante de Evento 5075;Lugar de Evento 5075;-12.1011733975528;-76.9845602559618;event;2020-09-01;11;18
5076;Evento 5076;Concierto;Detalles e información relevante de Evento 5076;Lugar de Evento 5076;-12.1105884784759;-76.9965797368419;event;2020-12-01;16;19
5077;Evento 5077;Concierto;Detalles e información relevante de Evento 5077;Lugar de Evento 5077;-12.0971608992326;-76.9833428529926;event;2020-05-11;14;17
5078;Evento 5078;Concierto;Detalles e información relevante de Evento 5078;Lugar de Evento 5078;-12.0934100360318;-76.9854056147811;event;2020-09-28;16;16
5079;Evento 5079;Feria;Detalles e información relevante de Evento 5079;Lugar de Evento 5079;-12.0684345117816;-76.9701910822279;event;2020-12-15;9;16
5080;Evento 5080;Feria;Detalles e información relevante de Evento 5080;Lugar de Evento 5080;-12.0808911299126;-77.0102638321362;event;2020-05-09;9;13
5081;Evento 5081;Feria;Detalles e información relevante de Evento 5081;Lugar de Evento 5081;-12.0810831568053;-76.9788679412694;event;2020-11-14;7;18
5082;Evento 5082;Feria;Detalles e información relevante de Evento 5082;Lugar de Evento 5082;-12.0807415513444;-76.9945374605879;event;2020-11-10;4;7
5083;Evento 5083;Nocturna;Detalles e información relevante de Evento 5083;Lugar de Evento 5083;-12.0943802024926;-76.9921132359784;event;2020-03-29;19;20
5084;Evento 5084;Concierto;Detalles e información relevante de Evento 5084;Lugar de Evento 5084;-12.1120902085348;-76.9744156756038;event;2020-07-31;18;21
5085;Evento 5085;Concierto;Detalles e información relevante de Evento 5085;Lugar de Evento 5085;-12.0764201818084;-77.035414567963;event;2020-06-14;18;22
5086;Evento 5086;Feria;Detalles e información relevante de Evento 5086;Lugar de Evento 5086;-12.0751927932233;-77.0094442620065;event;2020-02-04;15;15
5087;Evento 5087;Concierto;Detalles e información relevante de Evento 5087;Lugar de Evento 5087;-12.0764313928216;-77.0189535836454;event;2020-09-20;9;23
5088;Evento 5088;Feria;Detalles e información relevante de Evento 5088;Lugar de Evento 5088;-12.0876721894486;-77.0351886499181;event;2020-07-17;22;23
5089;Evento 5089;Feria;Detalles e información relevante de Evento 5089;Lugar de Evento 5089;-12.0999550314943;-76.9703589490477;event;2020-05-14;1;2
5090;Evento 5090;Concierto;Detalles e información relevante de Evento 5090;Lugar de Evento 5090;-12.1084847670724;-77.0398585766078;event;2020-08-14;16;20
5091;Evento 5091;Feria;Detalles e información relevante de Evento 5091;Lugar de Evento 5091;-12.0683701918698;-77.0500255873326;event;2020-04-27;8;17
5092;Evento 5092;Feria;Detalles e información relevante de Evento 5092;Lugar de Evento 5092;-12.0900772304975;-76.9726278516722;event;2020-04-06;10;14
5093;Evento 5093;Feria;Detalles e información relevante de Evento 5093;Lugar de Evento 5093;-12.0799007294197;-77.0318613096512;event;2020-05-15;13;20
5094;Evento 5094;Nocturna;Detalles e información relevante de Evento 5094;Lugar de Evento 5094;-12.0755610186516;-76.9714931176101;event;2020-02-21;15;19
5095;Evento 5095;Concierto;Detalles e información relevante de Evento 5095;Lugar de Evento 5095;-12.1126164873502;-77.0390885195962;event;2020-03-16;5;5
5096;Evento 5096;Nocturna;Detalles e información relevante de Evento 5096;Lugar de Evento 5096;-12.0882010640199;-77.0247210778948;event;2020-08-23;12;20
5097;Evento 5097;Concierto;Detalles e información relevante de Evento 5097;Lugar de Evento 5097;-12.0728846956968;-77.0341887690646;event;2020-12-31;0;4
5098;Evento 5098;Nocturna;Detalles e información relevante de Evento 5098;Lugar de Evento 5098;-12.0897871857418;-77.0241300231589;event;2020-01-24;17;23
5099;Evento 5099;Nocturna;Detalles e información relevante de Evento 5099;Lugar de Evento 5099;-12.0923092991333;-77.0243550881557;event;2020-01-03;7;7
5100;Evento 5100;Feria;Detalles e información relevante de Evento 5100;Lugar de Evento 5100;-12.0680400212393;-77.0332515176326;event;2020-06-18;10;18
5101;Evento 5101;Nocturna;Detalles e información relevante de Evento 5101;Lugar de Evento 5101;-12.0776814237183;-77.0307118995451;event;2020-03-28;8;8
5102;Evento 5102;Concierto;Detalles e información relevante de Evento 5102;Lugar de Evento 5102;-12.0746269981974;-77.0429922008256;event;2020-08-24;4;23
5103;Evento 5103;Concierto;Detalles e información relevante de Evento 5103;Lugar de Evento 5103;-12.1137212605517;-77.0140462992463;event;2020-08-21;17;22
5104;Evento 5104;Feria;Detalles e información relevante de Evento 5104;Lugar de Evento 5104;-12.0884600373807;-76.9696922767801;event;2020-04-13;3;15
5105;Evento 5105;Feria;Detalles e información relevante de Evento 5105;Lugar de Evento 5105;-12.0729998692353;-77.022249496454;event;2020-05-26;12;19
5106;Evento 5106;Nocturna;Detalles e información relevante de Evento 5106;Lugar de Evento 5106;-12.0787665270683;-77.0151242180189;event;2020-04-24;16;23
5107;Evento 5107;Feria;Detalles e información relevante de Evento 5107;Lugar de Evento 5107;-12.1058737000054;-77.0422278947549;event;2020-01-04;1;8
5108;Evento 5108;Concierto;Detalles e información relevante de Evento 5108;Lugar de Evento 5108;-12.101186418292;-76.9908741791528;event;2020-03-30;21;21
5109;Evento 5109;Concierto;Detalles e información relevante de Evento 5109;Lugar de Evento 5109;-12.0947191668105;-76.9686753195464;event;2020-05-10;6;17
5110;Evento 5110;Nocturna;Detalles e información relevante de Evento 5110;Lugar de Evento 5110;-12.0795421505353;-77.0143149645399;event;2020-09-02;21;21
5111;Evento 5111;Feria;Detalles e información relevante de Evento 5111;Lugar de Evento 5111;-12.1010067456426;-77.0045729358131;event;2020-10-26;5;10
5112;Evento 5112;Feria;Detalles e información relevante de Evento 5112;Lugar de Evento 5112;-12.108683896462;-77.0326317529573;event;2020-04-28;17;19
5113;Evento 5113;Nocturna;Detalles e información relevante de Evento 5113;Lugar de Evento 5113;-12.0892244102038;-76.9806130118794;event;2020-04-03;17;19
5114;Evento 5114;Feria;Detalles e información relevante de Evento 5114;Lugar de Evento 5114;-12.0920335819559;-76.9859176197346;event;2020-06-22;6;22
5115;Evento 5115;Concierto;Detalles e información relevante de Evento 5115;Lugar de Evento 5115;-12.1113699233439;-77.0121799957974;event;2020-09-10;1;5
5116;Evento 5116;Concierto;Detalles e información relevante de Evento 5116;Lugar de Evento 5116;-12.0758986013827;-76.986659494138;event;2020-07-24;3;19
5117;Evento 5117;Feria;Detalles e información relevante de Evento 5117;Lugar de Evento 5117;-12.1070509152033;-77.0146699983356;event;2020-11-21;16;22
5118;Evento 5118;Nocturna;Detalles e información relevante de Evento 5118;Lugar de Evento 5118;-12.0794247368542;-76.9899255120607;event;2020-07-10;1;2
5119;Evento 5119;Feria;Detalles e información relevante de Evento 5119;Lugar de Evento 5119;-12.1072539437257;-77.0293121990629;event;2020-11-03;17;22
5120;Evento 5120;Feria;Detalles e información relevante de Evento 5120;Lugar de Evento 5120;-12.1160075154231;-76.9895201658094;event;2020-03-10;2;21
5121;Evento 5121;Nocturna;Detalles e información relevante de Evento 5121;Lugar de Evento 5121;-12.1050377647989;-76.9676736286289;event;2020-10-08;21;22
5122;Evento 5122;Nocturna;Detalles e información relevante de Evento 5122;Lugar de Evento 5122;-12.0703780097638;-76.9660003019432;event;2020-11-23;15;17
5123;Evento 5123;Nocturna;Detalles e información relevante de Evento 5123;Lugar de Evento 5123;-12.0764439250394;-76.9956352373196;event;2020-02-03;3;14
5124;Evento 5124;Feria;Detalles e información relevante de Evento 5124;Lugar de Evento 5124;-12.1008446096735;-76.9853371081016;event;2020-03-29;5;19
5125;Evento 5125;Concierto;Detalles e información relevante de Evento 5125;Lugar de Evento 5125;-12.0944563103258;-77.0498188546591;event;2020-09-06;3;5
5126;Evento 5126;Concierto;Detalles e información relevante de Evento 5126;Lugar de Evento 5126;-12.1091907372085;-77.0061806902372;event;2020-05-10;12;19
5127;Evento 5127;Nocturna;Detalles e información relevante de Evento 5127;Lugar de Evento 5127;-12.115187085432;-76.9949113949185;event;2020-11-17;5;13
5128;Evento 5128;Concierto;Detalles e información relevante de Evento 5128;Lugar de Evento 5128;-12.1133555027014;-76.9666637405292;event;2020-02-06;10;17
5129;Evento 5129;Concierto;Detalles e información relevante de Evento 5129;Lugar de Evento 5129;-12.0829474908867;-77.0508648765152;event;2020-12-10;8;11
5130;Evento 5130;Feria;Detalles e información relevante de Evento 5130;Lugar de Evento 5130;-12.0980663745502;-77.0225521777594;event;2020-05-26;1;19
5131;Evento 5131;Concierto;Detalles e información relevante de Evento 5131;Lugar de Evento 5131;-12.1001441176786;-76.9961655317025;event;2020-04-15;2;2
5132;Evento 5132;Feria;Detalles e información relevante de Evento 5132;Lugar de Evento 5132;-12.0679812533921;-76.9883071782941;event;2020-11-29;13;19
5133;Evento 5133;Concierto;Detalles e información relevante de Evento 5133;Lugar de Evento 5133;-12.0782361073797;-77.0485403990492;event;2020-10-20;1;18
5134;Evento 5134;Concierto;Detalles e información relevante de Evento 5134;Lugar de Evento 5134;-12.0906669620949;-77.0213565992561;event;2020-12-21;7;11
5135;Evento 5135;Concierto;Detalles e información relevante de Evento 5135;Lugar de Evento 5135;-12.0803286407693;-77.0431606461334;event;2020-09-14;10;15
5136;Evento 5136;Concierto;Detalles e información relevante de Evento 5136;Lugar de Evento 5136;-12.1124041970201;-77.0073942321523;event;2020-12-20;12;15
5137;Evento 5137;Nocturna;Detalles e información relevante de Evento 5137;Lugar de Evento 5137;-12.0765469743005;-77.0472443595956;event;2020-02-05;4;5
5138;Evento 5138;Feria;Detalles e información relevante de Evento 5138;Lugar de Evento 5138;-12.0672281254605;-77.0226886423708;event;2020-10-26;2;8
5139;Evento 5139;Feria;Detalles e información relevante de Evento 5139;Lugar de Evento 5139;-12.0775047523969;-77.0247008913877;event;2020-05-19;0;4
5140;Evento 5140;Feria;Detalles e información relevante de Evento 5140;Lugar de Evento 5140;-12.115542536701;-76.9924343951267;event;2020-01-07;2;20
5141;Evento 5141;Concierto;Detalles e información relevante de Evento 5141;Lugar de Evento 5141;-12.0771963682576;-76.9781513327403;event;2020-06-21;20;23
5142;Evento 5142;Nocturna;Detalles e información relevante de Evento 5142;Lugar de Evento 5142;-12.084494516527;-77.0340415109597;event;2020-09-02;7;9
5143;Evento 5143;Concierto;Detalles e información relevante de Evento 5143;Lugar de Evento 5143;-12.0891710532134;-76.9911883450856;event;2020-02-29;12;16
5144;Evento 5144;Feria;Detalles e información relevante de Evento 5144;Lugar de Evento 5144;-12.075191765265;-76.9787615789464;event;2020-11-16;15;15
5145;Evento 5145;Feria;Detalles e información relevante de Evento 5145;Lugar de Evento 5145;-12.072461313978;-77.0282170393327;event;2020-10-21;6;14
5146;Evento 5146;Nocturna;Detalles e información relevante de Evento 5146;Lugar de Evento 5146;-12.0939873382467;-77.0272352447852;event;2020-06-12;17;23
5147;Evento 5147;Nocturna;Detalles e información relevante de Evento 5147;Lugar de Evento 5147;-12.0721009782036;-77.0191342128477;event;2020-10-12;16;17
5148;Evento 5148;Nocturna;Detalles e información relevante de Evento 5148;Lugar de Evento 5148;-12.0875326162947;-77.031632659794;event;2020-05-23;14;16
5149;Evento 5149;Feria;Detalles e información relevante de Evento 5149;Lugar de Evento 5149;-12.0713360293622;-76.9928999662294;event;2020-02-14;0;13
5150;Evento 5150;Nocturna;Detalles e información relevante de Evento 5150;Lugar de Evento 5150;-12.0827603963497;-77.0359667225281;event;2020-06-15;14;18
5151;Evento 5151;Nocturna;Detalles e información relevante de Evento 5151;Lugar de Evento 5151;-12.0839222725973;-76.9934786183591;event;2020-10-31;4;13
5152;Evento 5152;Nocturna;Detalles e información relevante de Evento 5152;Lugar de Evento 5152;-12.1018873785939;-77.0062322886698;event;2020-07-15;8;10
5153;Evento 5153;Concierto;Detalles e información relevante de Evento 5153;Lugar de Evento 5153;-12.0667602846131;-76.9892214459749;event;2020-01-07;8;9
5154;Evento 5154;Feria;Detalles e información relevante de Evento 5154;Lugar de Evento 5154;-12.0802477624326;-77.0343458306442;event;2020-01-07;17;19
5155;Evento 5155;Feria;Detalles e información relevante de Evento 5155;Lugar de Evento 5155;-12.1100365812972;-76.9726381392562;event;2020-03-12;3;22
5156;Evento 5156;Concierto;Detalles e información relevante de Evento 5156;Lugar de Evento 5156;-12.0910243267533;-77.029547546268;event;2020-06-24;22;23
5157;Evento 5157;Concierto;Detalles e información relevante de Evento 5157;Lugar de Evento 5157;-12.0960812797908;-77.0066773300681;event;2020-08-07;16;21
5158;Evento 5158;Feria;Detalles e información relevante de Evento 5158;Lugar de Evento 5158;-12.1110022727202;-76.9951815854538;event;2020-01-23;6;13
5159;Evento 5159;Nocturna;Detalles e información relevante de Evento 5159;Lugar de Evento 5159;-12.0907480015622;-76.9765963366603;event;2020-12-24;1;21
5160;Evento 5160;Concierto;Detalles e información relevante de Evento 5160;Lugar de Evento 5160;-12.0812178994496;-77.037409722923;event;2020-10-07;11;17
5161;Evento 5161;Nocturna;Detalles e información relevante de Evento 5161;Lugar de Evento 5161;-12.0748506291335;-76.9945983238433;event;2020-05-27;13;23
5162;Evento 5162;Feria;Detalles e información relevante de Evento 5162;Lugar de Evento 5162;-12.0792857296505;-77.0086726726881;event;2020-04-02;11;23
5163;Evento 5163;Nocturna;Detalles e información relevante de Evento 5163;Lugar de Evento 5163;-12.09121125018;-76.975544116548;event;2020-03-23;3;23
5164;Evento 5164;Concierto;Detalles e información relevante de Evento 5164;Lugar de Evento 5164;-12.103983625967;-76.986295829437;event;2020-02-28;23;23
5165;Evento 5165;Feria;Detalles e información relevante de Evento 5165;Lugar de Evento 5165;-12.1094131874278;-77.0289543510219;event;2020-06-04;9;19
5166;Evento 5166;Nocturna;Detalles e información relevante de Evento 5166;Lugar de Evento 5166;-12.1105616432581;-77.0502417353766;event;2020-12-29;6;12
5167;Evento 5167;Concierto;Detalles e información relevante de Evento 5167;Lugar de Evento 5167;-12.0933468970396;-77.0122837399137;event;2020-01-07;19;22
5168;Evento 5168;Concierto;Detalles e información relevante de Evento 5168;Lugar de Evento 5168;-12.1111401979754;-76.9889513319564;event;2020-04-08;5;16
