Type;Lat;Long;Intensity;Date;From;To
Density;-12.112785640628;-77.0368849611462;1;2020-11-03;5;20
Density;-12.0743734287302;-76.9720207280137;5;2020-12-25;7;16
Density;-12.0838202812383;-76.9962614138379;2;2020-05-02;9;20
Issue;-12.0708827240956;-76.9748215489549;1;2020-10-18;6;11
Issue;-12.0686486315288;-76.9687166523773;3;2020-12-24;19;20
Density;-12.0824771840428;-76.9781667518299;3;2020-05-08;4;9
Density;-12.1039801552246;-76.9741860580209;1;2020-04-28;23;23
Density;-12.071532395341;-76.9959843430424;2;2020-03-11;10;10
Issue;-12.1120345473392;-76.9862501894123;5;2020-09-08;12;16
Density;-12.0879007713457;-77.0260580800541;3;2020-06-16;2;18
Density;-12.0877064675057;-77.0000633379503;4;2020-04-30;9;17
Issue;-12.1079214220381;-77.034869594737;3;2020-02-17;23;23
Density;-12.0763417482015;-77.0075797930626;1;2020-03-01;19;21
Density;-12.072748018055;-76.9914030596771;4;2020-05-10;3;11
Issue;-12.0712601958229;-77.0313931912112;5;2020-09-15;1;11
Issue;-12.076298518388;-77.0328984460712;1;2020-11-26;22;22
Density;-12.069134962965;-77.0066881239615;3;2020-12-27;8;18
Density;-12.0709741346435;-76.9905128036123;3;2020-08-01;19;21
Density;-12.1010737285115;-76.9955976651485;3;2020-06-03;0;6
Issue;-12.1100660278759;-76.9978540526212;2;2020-07-10;6;6
Density;-12.0881858672973;-77.0064753728218;5;2020-01-30;19;21
Issue;-12.066991851495;-76.9848547168908;1;2020-08-18;6;17
Issue;-12.1036872396574;-77.0417338426926;4;2020-05-10;2;17
Issue;-12.1084256422843;-76.9983888453525;5;2020-09-21;23;23
Issue;-12.0899946172435;-77.0237939499547;3;2020-10-13;21;22
Density;-12.1140584895676;-77.0235408062899;4;2020-10-23;15;22
Density;-12.0855189085031;-76.9961211790622;3;2020-01-22;5;5
Density;-12.1119333464282;-77.04462571682;1;2020-08-29;11;14
Issue;-12.0691898629504;-77.0375419722597;5;2020-12-02;10;13
Density;-12.0913074230467;-77.0021844086814;3;2020-02-03;21;21
Density;-12.1096543189951;-76.9858567192852;4;2020-08-22;20;23
Density;-12.1073759123071;-77.0076158463585;4;2020-06-29;8;16
Issue;-12.0764717110918;-77.0339316904556;1;2020-11-21;11;15
Issue;-12.065068851492;-77.0114165860856;3;2020-06-27;1;7
Issue;-12.0681575309053;-77.0185583988559;3;2020-08-21;12;23
Issue;-12.0910938249202;-77.0029264452082;2;2020-04-07;3;21
Issue;-12.0837101867435;-77.0197283363504;3;2020-08-27;11;21
Density;-12.0718269760983;-77.0308584623562;4;2020-01-10;19;22
Issue;-12.0968725686581;-77.0322512509726;5;2020-04-16;19;21
Issue;-12.107510272485;-77.007520846291;1;2020-02-04;18;18
Issue;-12.1125066028605;-77.0409284177019;5;2020-08-06;3;19
Issue;-12.1129517701312;-77.034036511069;3;2020-03-28;0;15
Density;-12.1003295010864;-77.0204632837314;4;2020-12-13;21;22
Issue;-12.0961692621514;-77.0251836495275;3;2020-12-20;12;20
Density;-12.1105522936595;-76.971437080912;1;2020-09-13;0;20
Issue;-12.104514486317;-76.999343179424;5;2020-08-05;15;16
Issue;-12.1145732850567;-77.0270426977847;3;2020-11-11;3;14
Issue;-12.0951988493308;-77.0341981880428;2;2020-05-03;13;21
Density;-12.0901443874267;-77.0329818609963;4;2020-06-09;20;21
Issue;-12.1142951760834;-77.0303708826271;5;2020-02-17;16;19
Issue;-12.1003731429283;-77.0194836995132;2;2020-11-08;7;12
Issue;-12.0859572407261;-77.0257290127709;1;2020-08-27;15;15
Density;-12.0860590505913;-76.9975417177316;5;2020-07-15;5;12
Density;-12.1155786420432;-77.0376415903086;4;2020-02-25;3;18
Issue;-12.0985299529368;-76.9932543107368;1;2020-06-14;11;11
Density;-12.0949400074776;-77.0106837352409;2;2020-04-07;18;21
Issue;-12.1023846535122;-77.0298523334617;2;2020-06-21;3;12
Density;-12.0939573782087;-76.9919556489075;4;2020-04-29;23;23
Density;-12.1043011172559;-76.9875208675663;5;2020-02-16;20;21
Issue;-12.1059225901008;-77.0062932405039;5;2020-12-05;3;19
Density;-12.1075875919019;-77.0273526078132;2;2020-05-21;9;16
Density;-12.079465142969;-77.0040733835382;1;2020-07-21;15;17
Density;-12.0820334428367;-77.000050843174;1;2020-07-08;9;20
Issue;-12.0710196789626;-76.9885052102639;1;2020-12-18;14;14
Density;-12.1078034006402;-77.0460879861835;2;2020-02-08;19;21
Density;-12.0927793012324;-77.0013119788889;5;2020-11-25;15;19
Issue;-12.0725994410435;-77.0173468483203;4;2020-03-28;5;11
Density;-12.0713193488577;-77.0048277652274;4;2020-03-13;4;15
Density;-12.0990058463129;-76.9705234375565;5;2020-07-24;15;21
Density;-12.0748739070307;-76.9714046647087;4;2020-02-18;1;21
Issue;-12.0845010810523;-77.0465913951348;5;2020-05-17;14;14
Issue;-12.1090950992272;-76.9780273419115;4;2020-01-25;17;17
Issue;-12.093485530844;-76.9830764644636;2;2020-04-07;14;22
Issue;-12.1080677621024;-77.0266025042682;1;2020-10-07;16;22
Density;-12.0857760434267;-77.0239916880204;1;2020-01-30;15;15
Density;-12.1008348593934;-77.0302570475814;1;2020-07-19;2;21
Density;-12.0968877512509;-76.9992133949258;3;2020-04-10;0;10
Density;-12.1021009426612;-76.9841221172827;2;2020-11-03;19;21
Density;-12.0726805009367;-76.9779907636282;3;2020-07-06;15;21
Issue;-12.107943169379;-77.0513513238002;3;2020-12-03;8;14
Density;-12.1082106200468;-77.0169091677667;2;2020-05-10;1;12
Density;-12.0907623131244;-76.9778956538741;1;2020-08-21;23;23
Issue;-12.0961784447104;-77.00667083431;1;2020-07-14;3;13
Density;-12.1135567954893;-77.0131092118869;3;2020-10-12;18;19
Issue;-12.1034196461714;-76.9807403833876;5;2020-04-18;2;11
Density;-12.0747769135331;-76.9839627944231;5;2020-09-26;3;11
Issue;-12.106662436211;-77.0250229776904;4;2020-12-06;5;10
Density;-12.0722301282856;-76.9838350034453;2;2020-05-24;3;10
Issue;-12.1083923821144;-77.0515332264854;2;2020-10-18;1;21
Density;-12.0656933605684;-76.9826836410399;5;2020-11-16;2;15
Issue;-12.0960901232445;-76.9905315935848;1;2020-07-04;4;11
Issue;-12.0903926419087;-76.9761546033713;5;2020-04-13;19;23
Issue;-12.0777190272228;-77.0387361584051;1;2020-04-08;1;11
Issue;-12.115422183085;-77.0200429394329;3;2020-01-13;16;23
Density;-12.0739099615018;-77.0020432729124;4;2020-04-13;8;12
Density;-12.1150911166189;-77.013036821002;3;2020-02-02;4;6
Issue;-12.1084017624418;-77.0228561027871;3;2020-11-23;7;22
Density;-12.092034897993;-77.0291754725971;2;2020-06-11;14;15
Issue;-12.0920224332134;-77.015022363142;1;2020-11-27;10;19
Density;-12.0665599351952;-76.984230369759;1;2020-05-14;4;21
Issue;-12.1004759120273;-77.0342126346959;3;2020-10-24;1;7
Density;-12.1011152130986;-76.9761851264819;5;2020-09-12;17;23
Density;-12.0796319198397;-76.9823564669421;4;2020-12-22;8;23
Issue;-12.0875627411366;-76.968899895174;2;2020-01-20;18;19
Density;-12.112173892498;-77.020362029976;4;2020-06-18;11;11
Issue;-12.0665976859131;-77.0378946656499;4;2020-03-15;1;1
Issue;-12.1080049752354;-76.9833706829463;5;2020-07-10;8;12
Density;-12.1004283566111;-76.9887655123985;3;2020-12-13;17;22
Issue;-12.0714595010869;-77.0241368302696;2;2020-11-11;9;11
Issue;-12.0888813874475;-77.0325431648046;3;2020-11-17;14;18
Density;-12.0846277894724;-77.0198009757136;3;2020-12-26;20;23
Issue;-12.0823903955312;-77.0063060664939;1;2020-01-27;23;23
Issue;-12.072482148577;-76.9790240998959;5;2020-11-26;19;21
Density;-12.0744777688447;-77.0187163585178;1;2020-01-30;19;19
Density;-12.1157061637223;-77.0090936047417;3;2020-06-01;15;18
Issue;-12.0949026948646;-77.0158429895576;3;2020-01-26;21;23
Issue;-12.0946129089465;-76.9987512296261;3;2020-05-31;7;17
Density;-12.0716553063229;-76.99728783417;1;2020-11-18;21;21
Issue;-12.0811808869181;-77.027298843223;1;2020-11-02;4;12
Issue;-12.0682297057056;-76.9797078433437;4;2020-03-14;9;22
Density;-12.0976893791461;-77.0125678255032;1;2020-05-06;0;15
Density;-12.1159764555291;-77.0369732375556;5;2020-09-29;3;10
Issue;-12.1129133824113;-77.0329003350927;4;2020-01-26;21;21
Density;-12.0932350440303;-76.9805405347294;3;2020-10-18;6;7
Issue;-12.0722191653152;-77.021392857417;1;2020-03-26;2;16
Density;-12.0929693690932;-77.0085529555552;2;2020-02-29;3;5
Issue;-12.0808824773663;-77.0016503270245;3;2020-05-08;12;18
Issue;-12.1159312730647;-76.974722273843;5;2020-05-02;10;13
Density;-12.0893633750317;-77.0416031443459;4;2020-11-19;14;21
Issue;-12.1070096030117;-76.9963838964612;4;2020-01-22;10;20
Density;-12.0804335631025;-76.9668858653514;4;2020-07-10;19;20
Density;-12.1025058691365;-76.9662541608731;2;2020-07-15;21;23
Density;-12.0961645233417;-76.9936519626878;5;2020-05-03;21;21
Density;-12.0988805714771;-76.9881190208186;4;2020-08-28;9;10
Issue;-12.1048149441414;-76.9736659891891;5;2020-03-01;3;20
Density;-12.0928861367959;-77.009816358495;1;2020-12-18;21;22
Issue;-12.087061764181;-77.0247309241134;5;2020-08-08;10;16
Issue;-12.0941129200695;-77.0493907751002;2;2020-12-25;10;20
Density;-12.0690709453445;-77.0488283636775;5;2020-02-09;11;20
Issue;-12.0990208567559;-77.0482351366852;2;2020-06-17;14;18
Issue;-12.0793130178076;-77.0321854511318;1;2020-10-21;22;22
Issue;-12.1034247063604;-76.9833319083238;3;2020-02-11;16;16
Issue;-12.1095079824211;-76.98431719742;1;2020-04-17;0;8
Density;-12.1010642037587;-77.0144153561625;5;2020-10-08;18;20
Issue;-12.0955254432983;-76.9697624345979;3;2020-10-02;3;10
Density;-12.0658369246306;-77.0065040959153;5;2020-03-25;8;13
Issue;-12.1086730713279;-77.0314252373373;3;2020-09-24;21;21
Density;-12.0876563940552;-76.9752854203534;3;2020-10-14;10;11
Issue;-12.0804870263912;-77.0199117699288;4;2020-07-25;7;11
Density;-12.0809676812509;-77.0191377741047;5;2020-02-21;8;12
Density;-12.0742407781904;-76.9778819594235;4;2020-12-12;11;22
Issue;-12.0721406478785;-77.0122061681851;5;2020-12-02;1;6
Density;-12.1071597988212;-77.0166708127902;2;2020-02-12;17;23
Density;-12.092811762326;-76.9937366998791;1;2020-07-23;14;19
Issue;-12.0810400306336;-76.9892080032496;5;2020-02-28;17;19
Density;-12.1032788395193;-76.9791845734844;1;2020-04-25;20;21
Issue;-12.0805432374058;-77.0463099017271;4;2020-12-04;10;15
Issue;-12.0775709821609;-77.0467376860767;1;2020-12-30;18;20
Issue;-12.082665650108;-77.0010114260497;1;2020-11-05;18;22
Density;-12.0741347478577;-77.0092353931977;5;2020-09-17;16;20
Issue;-12.1093087532569;-77.0511474208352;4;2020-04-08;15;18
Density;-12.0929663736515;-76.9951707315726;4;2020-06-16;1;18
Issue;-12.0928023497229;-76.9834172263379;1;2020-03-01;0;5
Issue;-12.1018853495389;-76.971809538596;2;2020-09-14;8;10
Issue;-12.0716084623629;-77.0198030616995;4;2020-03-28;2;5
Issue;-12.0657368716501;-76.9906754677789;5;2020-09-24;20;20
Density;-12.1134011268244;-76.9712915887772;2;2020-12-09;6;13
Issue;-12.0810537080052;-77.0150357353991;3;2020-03-20;7;16
Density;-12.1145213126217;-77.0213434603639;3;2020-08-27;20;20
Issue;-12.1036285037626;-76.9850841658524;1;2020-07-04;19;23
Density;-12.10288769312;-76.9726399498819;1;2020-08-21;3;10
Issue;-12.0699780423622;-76.9982255814386;3;2020-08-13;11;20
Density;-12.0709542053726;-77.040052949939;1;2020-06-18;5;19
Issue;-12.0790277749574;-77.0313603509689;4;2020-04-16;20;23
Issue;-12.1033607975396;-76.9990637020912;4;2020-09-06;0;11
Density;-12.0887709989673;-76.9663066677445;4;2020-08-14;8;22
Density;-12.1075324845595;-76.9739868007499;4;2020-06-29;11;14
Density;-12.0934906631575;-77.0283964236714;1;2020-02-28;7;16
Density;-12.0696216850225;-77.021425330943;1;2020-07-18;21;21
Issue;-12.1093356620174;-76.973027226845;3;2020-03-13;8;18
Issue;-12.0826356553609;-77.0228029211313;2;2020-11-30;21;21
Issue;-12.1056192319998;-77.009024355096;4;2020-05-16;13;22
Density;-12.090567168891;-76.9738747862555;1;2020-02-15;6;12
Density;-12.0698640477961;-77.0199163880288;2;2020-10-22;19;20
Density;-12.0789025223384;-77.0381136168736;4;2020-08-21;13;17
Issue;-12.0808627261578;-77.0176813271454;3;2020-01-03;17;17
Issue;-12.1004309082149;-77.0258934895552;4;2020-12-19;3;3
Issue;-12.0945469163516;-77.0091194688349;5;2020-02-07;14;20
Density;-12.0745379303978;-76.9784878673675;3;2020-08-23;16;20
Issue;-12.1135727121132;-77.0055628174251;1;2020-08-11;6;6
Issue;-12.110732162953;-77.0220567672829;5;2020-02-01;15;19
Issue;-12.0701068683143;-77.0079851409253;1;2020-01-22;2;19
Density;-12.0793688543589;-77.0381855988209;5;2020-12-14;16;23
Issue;-12.0950988524303;-76.9736680673458;5;2020-05-15;3;14
Issue;-12.1120609719086;-77.0194190520314;5;2020-02-06;14;19
Issue;-12.077629775315;-77.0434861422979;2;2020-02-07;18;21
Issue;-12.096438697997;-77.0240251691363;5;2020-11-21;6;7
Density;-12.1162169453153;-76.9666501282671;4;2020-01-13;0;14
Issue;-12.1010905518045;-76.9840598793826;2;2020-06-09;5;23
Density;-12.1088591742564;-77.0333744844762;4;2020-10-02;18;20
Issue;-12.1136874134329;-76.9745322755374;2;2020-11-02;16;20
Issue;-12.0805086516568;-77.0381780212733;2;2020-12-19;2;4
Issue;-12.0782674609763;-77.0487615719482;5;2020-05-02;19;19
Issue;-12.085423788273;-76.9804720715418;1;2020-07-29;21;22
Density;-12.1039200441382;-77.0468505370321;1;2020-01-10;18;23
Issue;-12.0771962314489;-77.0134683155254;2;2020-08-23;1;2
Density;-12.1007365336915;-76.9835599050519;3;2020-09-17;4;20
Density;-12.0864364320557;-76.9749746661354;2;2020-06-19;17;20
Density;-12.0717897081055;-77.0112870429278;3;2020-08-24;17;17
Density;-12.0994120213509;-77.0076363373984;3;2020-04-01;18;22
Density;-12.112114919011;-77.0509134629079;2;2020-10-01;23;23
Density;-12.1007144446709;-77.0373672867022;2;2020-10-17;14;19
Issue;-12.0818682477162;-76.9940879744414;1;2020-12-04;10;19
Issue;-12.0673085465758;-77.0046183234484;4;2020-06-16;16;23
Density;-12.0656658587738;-76.9953970244153;3;2020-11-12;4;8
Density;-12.1034830786082;-76.9908674493608;4;2020-07-01;19;20
Issue;-12.1047631397836;-77.0425232183882;3;2020-04-15;2;23
Density;-12.1121885227579;-76.982722689102;3;2020-12-06;17;21
Issue;-12.1116563088283;-77.0153486996558;2;2020-06-16;19;20
Issue;-12.0983408670444;-76.9900351684115;3;2020-10-07;12;16
Density;-12.1154538858548;-77.0091844247178;3;2020-02-22;8;19
Density;-12.095820508601;-77.0443837309185;4;2020-08-14;2;5
Density;-12.0688425820005;-77.0333826401728;1;2020-01-03;11;19
Density;-12.0685970502678;-77.0447517032781;4;2020-08-24;0;15
Density;-12.0789621070553;-76.978369696685;1;2020-10-22;15;18
Density;-12.0731945206985;-76.9693348974588;3;2020-12-01;15;22
Issue;-12.075832936818;-76.9787453996105;5;2020-04-16;4;12
Density;-12.0932585062257;-76.9971300091854;3;2020-12-11;3;18
Issue;-12.092008979114;-76.9815950152105;2;2020-12-29;19;21
Density;-12.1059101087118;-77.028022329554;1;2020-06-11;11;16
Density;-12.0705719001617;-77.0181101734803;4;2020-01-30;0;8
Issue;-12.0976242470053;-77.0278318328814;1;2020-04-02;13;19
Density;-12.0921371111665;-76.970994095873;4;2020-07-31;21;23
Density;-12.0836429694828;-76.9891520004825;1;2020-11-08;19;21
Issue;-12.0946446896341;-76.9847361603788;5;2020-11-07;15;20
Density;-12.096961316824;-77.001168430061;5;2020-10-20;18;19
Issue;-12.0727022919879;-76.9911124320244;2;2020-05-02;14;16
Density;-12.1054634443838;-77.0057518606404;1;2020-03-15;21;23
Issue;-12.1031408280831;-77.0374823956156;4;2020-06-05;16;22
Density;-12.0756283841107;-76.9685566424709;4;2020-08-21;9;18
Density;-12.0986687555152;-77.003229335298;2;2020-06-21;20;22
Density;-12.1095320167703;-77.0465724084575;1;2020-07-29;3;15
Issue;-12.0683128638616;-76.9841888294795;2;2020-05-16;18;23
Density;-12.0788226904356;-76.9874269873061;2;2020-08-08;23;23
Density;-12.1020154205345;-77.0160378734637;1;2020-11-10;5;7
Density;-12.0692817397236;-77.0288263920913;3;2020-03-27;5;19
Issue;-12.1151043695882;-77.0128670361972;4;2020-07-01;9;13
Density;-12.1060462398488;-76.9698969637761;1;2020-11-09;14;22
Density;-12.0947676224526;-76.9701471849317;1;2020-08-14;15;22
Issue;-12.1144224660163;-77.0305160384645;1;2020-05-15;11;22
Issue;-12.1080075199644;-77.0255701340143;2;2020-07-17;18;18
Issue;-12.1021238024551;-77.0014768836361;1;2020-04-28;19;20
Issue;-12.0671553016304;-76.9982599932884;4;2020-07-16;0;7
Density;-12.0924336260968;-76.9860912490929;5;2020-12-29;3;20
Issue;-12.0858852267376;-77.0095541989521;4;2020-12-26;9;22
Density;-12.0895065707814;-77.0363193062494;2;2020-10-03;18;22
Issue;-12.0712992737832;-76.9660805612701;1;2020-05-04;13;16
Density;-12.0736628959938;-77.0456379897558;3;2020-12-29;8;13
Issue;-12.074039017555;-77.0017191992513;5;2020-05-07;7;9
Density;-12.0847411016655;-76.9756800676452;1;2020-08-22;6;16
Density;-12.0990953133542;-77.010750762601;3;2020-03-20;5;12
Density;-12.0980458034622;-76.97088373689;5;2020-01-01;16;18
Issue;-12.1081620080555;-76.9885230773679;1;2020-08-12;17;22
Density;-12.1115570005188;-76.982082005812;3;2020-03-26;3;19
Issue;-12.083568290887;-77.0290896916849;1;2020-09-08;11;17
Issue;-12.0875671726342;-76.9687160420171;5;2020-04-18;10;11
Density;-12.0997689328214;-77.0104001248273;2;2020-02-01;19;21
Issue;-12.1122001746083;-77.019915599689;1;2020-06-10;22;22
Issue;-12.0735494689419;-76.9709613125962;5;2020-04-16;4;12
Density;-12.0671764442283;-77.0505094400546;4;2020-10-12;3;18
Density;-12.098921998412;-77.0237685349352;4;2020-01-05;17;23
Density;-12.1014402437495;-76.9981026718855;2;2020-12-09;1;16
Density;-12.1034052692268;-76.9793825700512;3;2020-06-30;22;22
Issue;-12.1060769760987;-76.9968828290302;2;2020-03-26;16;20
Issue;-12.0895388503263;-77.0002947821029;1;2020-11-16;23;23
Density;-12.1039654401962;-77.0432475643178;1;2020-11-14;19;22
Density;-12.0851337205545;-77.0042826305264;3;2020-09-03;18;23
Density;-12.1029859314105;-76.9788221006627;5;2020-06-27;0;8
Density;-12.0915344237118;-77.0303746548254;2;2020-05-07;7;9
Issue;-12.0782943167979;-76.9896260757826;4;2020-01-09;5;17
Density;-12.0675701514468;-77.0193501806667;1;2020-05-07;21;23
Issue;-12.102796135935;-77.0261982472066;2;2020-08-27;5;10
Density;-12.1003354145561;-77.0359331867777;4;2020-01-16;12;22
Density;-12.1128410460329;-76.9939812912711;4;2020-07-09;2;9
Issue;-12.0761019258331;-77.0109995613976;4;2020-12-30;9;21
Density;-12.1065896056136;-77.0046033546511;5;2020-05-20;19;20
Issue;-12.0819374998408;-77.0378878529589;5;2020-09-23;1;14
Density;-12.0984114679927;-77.0141856914305;5;2020-05-18;0;22
Density;-12.0821880403035;-77.0124403827502;4;2020-07-08;9;11
Density;-12.1059749822023;-76.9979944255568;1;2020-01-02;15;21
Issue;-12.1145238745251;-76.9990583759241;1;2020-05-07;5;14
Issue;-12.076292651258;-76.9693695880355;1;2020-04-01;14;22
Density;-12.0794418921218;-77.0441460958139;4;2020-01-13;14;22
Density;-12.106938521025;-77.0249290685775;2;2020-04-09;1;7
Density;-12.1133096936662;-77.0248913409079;4;2020-09-17;3;18
Density;-12.1165085123606;-77.0269107165688;3;2020-01-16;23;23
Issue;-12.0738871983784;-77.0416556625536;4;2020-04-20;17;23
Issue;-12.0994304401076;-77.0438875679601;4;2020-12-27;2;7
Density;-12.0884883763666;-76.9889379984678;1;2020-07-29;21;21
Density;-12.0851491751022;-77.0191383670693;4;2020-07-09;12;19
Density;-12.0834627905805;-76.979565609019;5;2020-02-13;20;20
Density;-12.1076043669155;-76.9892689197591;3;2020-02-28;9;13
Issue;-12.1156366019974;-76.9822918146635;3;2020-03-27;0;7
Density;-12.0732410190845;-77.0271016227186;4;2020-03-02;19;19
Density;-12.0657337514714;-76.9852264791229;1;2020-09-02;21;23
Issue;-12.0702822116558;-76.9834927751769;4;2020-08-06;5;7
Density;-12.1011670125405;-77.0227703556541;4;2020-05-05;16;16
Issue;-12.092085371136;-77.00835576311;1;2020-02-13;22;23
Density;-12.0675318227316;-77.0502133059574;4;2020-11-30;16;23
Issue;-12.0725796901403;-76.9972952183899;1;2020-07-02;20;21
Density;-12.0920849237578;-77.038074895173;1;2020-12-23;9;22
Issue;-12.0981748029432;-77.0456432312182;3;2020-11-26;15;18
Issue;-12.1005053385172;-76.9709622202105;3;2020-03-26;6;13
Density;-12.1113346439438;-76.9771419965268;4;2020-07-19;2;11
Density;-12.0879213799313;-77.0298149061157;2;2020-04-10;12;15
Density;-12.0762416037028;-76.9709221144945;5;2020-01-31;5;8
Density;-12.0715309224878;-77.0518578962364;2;2020-01-23;11;15
Issue;-12.0954284467863;-77.0270226034106;3;2020-02-11;15;23
Issue;-12.0785761904924;-77.0054142195339;2;2020-09-09;14;21
Density;-12.0912151603518;-77.0095111269656;1;2020-11-12;9;9
Issue;-12.1158003365364;-77.0189263351235;1;2020-07-20;16;18
Density;-12.0763484822646;-77.0351183962005;5;2020-03-03;16;18
Issue;-12.0885002756634;-77.0090523828985;2;2020-09-12;9;23
Density;-12.1124785039375;-77.0286171805423;1;2020-04-10;13;20
Density;-12.0991326179516;-77.0239411730463;4;2020-10-06;0;4
Density;-12.106774992287;-77.013187671263;5;2020-04-30;17;19
Density;-12.069639852583;-76.9725245657673;2;2020-11-04;21;21
Issue;-12.0888479157682;-76.9887014857476;2;2020-05-11;23;23
Density;-12.0670180087561;-76.9844299716505;1;2020-10-11;22;23
Density;-12.0803600355024;-77.0214974450937;4;2020-02-08;21;23
Issue;-12.1118327311635;-77.0063771241448;5;2020-05-17;0;2
Issue;-12.0932035955423;-76.9693575378526;3;2020-12-08;11;16
Density;-12.0692708417843;-76.9726209873509;1;2020-12-22;17;19
Issue;-12.0754258891774;-77.0291461017861;1;2020-04-22;23;23
Density;-12.1044580823454;-77.0400563435213;4;2020-02-27;7;11
Issue;-12.0972380534766;-77.0153421936679;4;2020-12-02;4;15
Density;-12.0950119396962;-76.9792174428738;5;2020-10-25;23;23
Issue;-12.0934701097264;-77.0491558406958;1;2020-02-22;18;23
Issue;-12.0919148844127;-77.0075034826295;3;2020-01-10;3;3
Issue;-12.0925715411908;-77.0188701484337;2;2020-04-05;18;18
Issue;-12.0710918070911;-77.0479081936117;4;2020-10-22;3;20
Issue;-12.0874386494058;-77.0171199705997;4;2020-06-23;13;19
Density;-12.0720931715663;-77.04018842197;4;2020-11-05;22;23
Density;-12.100911489854;-77.0449881613151;2;2020-12-16;20;23
Issue;-12.0716044296285;-77.0181340501602;1;2020-05-11;12;12
Density;-12.1129849875841;-77.0235377958439;2;2020-02-01;16;22
Density;-12.115191855943;-76.9983425472244;1;2020-10-15;12;22
Issue;-12.0746348106664;-77.0251256789655;3;2020-12-11;9;14
Density;-12.0779759627094;-76.9694964521185;3;2020-01-10;20;21
Density;-12.0940307097043;-77.0453669177614;5;2020-08-22;5;6
Issue;-12.0908780422706;-77.0469175179338;5;2020-05-13;17;22
Issue;-12.0693061941548;-77.0491124911901;4;2020-08-26;10;15
Density;-12.0927439004126;-77.0152267403706;4;2020-03-06;11;22
Density;-12.0985839933237;-77.0064044833305;4;2020-03-06;4;19
Density;-12.1096756739634;-76.9852850521955;5;2020-06-18;9;22
Density;-12.072746092734;-77.0069569244761;1;2020-10-12;2;6
Issue;-12.0931807917377;-77.002685673021;2;2020-07-02;23;23
Density;-12.0970811058161;-77.0424471435546;2;2020-07-10;0;10
Issue;-12.115351276249;-76.9993237056881;3;2020-04-22;13;18
Density;-12.0753062599495;-77.0210639742561;2;2020-01-21;15;22
Density;-12.0880141442906;-77.0121917425666;5;2020-02-21;13;15
Issue;-12.0965456148456;-77.051283135476;4;2020-09-05;15;22
Density;-12.1065062957548;-77.0015609122181;1;2020-03-27;9;23
Issue;-12.1062830022659;-76.9800361839985;1;2020-04-23;12;18
Density;-12.0647042898595;-77.0173566189761;5;2020-08-25;17;18
Issue;-12.1035154792167;-77.0125270836088;3;2020-05-11;16;21
Density;-12.0994372425724;-77.0129623025976;2;2020-10-04;23;23
Issue;-12.0835350579113;-77.0275861103026;5;2020-07-05;11;22
Issue;-12.0756953698244;-76.9783939671406;4;2020-10-27;18;19
Density;-12.099897445891;-77.0090765019217;2;2020-12-20;22;23
Density;-12.083552281462;-77.0160625754542;2;2020-06-20;17;19
Issue;-12.1143452454986;-76.9797120074041;2;2020-12-31;7;21
Issue;-12.1095472871041;-77.0116102775877;2;2020-09-23;12;23
Density;-12.1119191263821;-76.9945125177967;5;2020-06-17;18;19
Density;-12.1113004269857;-77.0061987827879;5;2020-09-17;21;23
Density;-12.0756639242667;-77.0019125028219;2;2020-11-13;10;22
Density;-12.111477408328;-77.0264280707842;1;2020-09-25;1;18
Issue;-12.0779061776748;-77.0042676668905;2;2020-08-14;1;5
Density;-12.1018267056285;-76.9792667862486;2;2020-04-26;23;23
Issue;-12.1040575602262;-76.9862957744541;1;2020-05-06;3;7
Issue;-12.0948462110113;-76.9795111321512;2;2020-11-18;11;12
Density;-12.0959119179043;-77.006933936024;3;2020-06-17;20;20
Density;-12.0958977667644;-77.027782612798;2;2020-06-21;14;20
Density;-12.0659693338335;-76.9811746130418;4;2020-02-10;10;12
Density;-12.093626467504;-77.0007394845803;1;2020-04-12;20;22
Issue;-12.112808144305;-77.0383610945194;1;2020-05-05;12;20
Issue;-12.0940263126281;-77.0405504148844;3;2020-08-04;11;22
Issue;-12.0908617975315;-77.0301289884327;1;2020-07-28;11;23
Issue;-12.0847926205032;-77.0240362837842;5;2020-07-29;12;13
Density;-12.0987939736945;-77.0323735366015;4;2020-05-14;16;20
Density;-12.0783896787289;-76.9720673559007;2;2020-07-17;10;12
Density;-12.0654006612586;-77.0153786872452;3;2020-05-19;1;11
Density;-12.0725641532219;-76.9721625538954;5;2020-09-12;16;18
Density;-12.0774331556096;-77.0264668351777;5;2020-04-22;16;18
Issue;-12.0794774189156;-77.0332999835971;4;2020-02-25;5;14
Density;-12.0671690496684;-76.9832271854162;4;2020-04-13;3;13
Density;-12.1149678624582;-77.0295901732334;4;2020-11-01;15;15
Density;-12.0787232966314;-77.0258420363849;3;2020-09-13;19;19
Issue;-12.0892735667907;-77.0172123007009;2;2020-05-24;1;8
Density;-12.1106579101456;-76.985208472002;5;2020-10-12;16;19
Issue;-12.0769822314184;-77.0335591464778;5;2020-02-26;4;16
Density;-12.1082204479333;-77.0119846692273;1;2020-09-05;7;21
Density;-12.0873714416507;-76.9703606309673;4;2020-09-08;0;15
Issue;-12.0972451688315;-77.0426744998104;5;2020-08-06;23;23
Density;-12.0687277412857;-76.9717993390568;1;2020-04-21;22;23
Issue;-12.0734384832543;-76.9767850426329;4;2020-11-24;2;13
Density;-12.1141614900759;-77.0389756950053;2;2020-06-02;1;22
Issue;-12.1134050628813;-77.0293053783552;4;2020-01-20;19;19
